#chrom	chromStart	chromEnd	name	gieStain
chr5	43290064	43290514	chr5:43290163:43290414:142381947	gpos100
chr5	49696772	49697228	chr5:49696871:49697128:142382363	gpos100
chr5	56152245	56152569	chr5:56152344:56152595:142379800	gpos100
chr5	56152570	56152895	chr5:56152542:56152795:142379801	gpos100
chr5	56155344	56155648	chr5:56155443:56155674:142379802	gpos100
chr5	56155649	56155968	chr5:56155621:56155868:142379803	gpos100
chr5	56160409	56160857	chr5:56160508:56160757:142379804	gpos100
chr5	56161025	56161493	chr5:56161124:56161393:142379805	gpos100
chr5	56161520	56161962	chr5:56161619:56161862:142379806	gpos100
chr5	56167601	56168063	chr5:56167700:56167963:142379807	gpos100
chr5	56168332	56168631	chr5:56168431:56168668:142379810	gpos100
chr5	56168632	56168817	chr5:56168593:56168844:142379808	gpos100
chr5	56168818	56169140	chr5:56168789:56169040:142379809	gpos100
chr5	56170725	56171041	chr5:56170824:56171067:142379811	gpos100
chr5	56171042	56171389	chr5:56171014:56171289:142379812	gpos100
chr5	56174671	56175112	chr5:56174770:56175012:142379814	gpos100
chr5	56176404	56176705	chr5:56176503:56176732:142379815	gpos100
chr5	56176706	56176921	chr5:56176677:56176949:142379816	gpos100
chr5	56176922	56177242	chr5:56176893:56177146:142379817	gpos100
chr5	56177243	56177570	chr5:56177338:56177597:142379818	gpos100
chr5	56177571	56177778	chr5:56177542:56177805:142379819	gpos100
chr5	56177779	56177948	chr5:56177750:56177976:142379820	gpos100
chr5	56177949	56178141	chr5:56177920:56178169:142379821	gpos100
chr5	56178142	56178311	chr5:56178112:56178338:142379822	gpos100
chr5	56178312	56178498	chr5:56178284:56178525:142379823	gpos100
chr5	56178499	56178836	chr5:56178470:56178736:142379824	gpos100
chr5	56179210	56179666	chr5:56179309:56179566:142379825	gpos100
chr5	56180353	56180807	chr5:56180452:56180707:142379826	gpos100
chr5	56181553	56181995	chr5:56181652:56181895:142379827	gpos100
chr5	56183071	56183545	chr5:56183170:56183445:142379828	gpos100
chr5	56183917	56184383	chr5:56184016:56184283:142379829	gpos100
chr5	56189224	56189654	chr5:56189323:56189554:142379830	gpos100
chr5	64881800	64882251	chr5:64881899:64882151:142380323	gpos100
chr5	67522370	67522673	chr5:67522469:67522700:142380362	gpos100
chr5	67522674	67523016	chr5:67522645:67522916:142380363	gpos100
chr5	67576208	67576549	chr5:67576307:67576576:142380364	gpos100
chr5	67576550	67576733	chr5:67576521:67576760:142380365	gpos100
chr5	67576734	67577030	chr5:67576705:67576930:142380366	gpos100
chr5	67587951	67588423	chr5:67588050:67588323:142380367	gpos100
chr5	67588795	67589100	chr5:67588894:67589139:142380368	gpos100
chr5	67589101	67589271	chr5:67589060:67589299:142380369	gpos100
chr5	67589272	67589447	chr5:67589242:67589475:142380370	gpos100
chr5	67589448	67589655	chr5:67589418:67589684:142380371	gpos100
chr5	67589656	67590001	chr5:67589626:67589901:142380372	gpos100
chr5	67590214	67590642	chr5:67590313:67590542:142380373	gpos100
chr5	67590840	67591146	chr5:67590939:67591174:142380374	gpos100
chr5	67591147	67591482	chr5:67591117:67591382:142380375	gpos100
chr5	67591865	67592174	chr5:67591964:67592201:142380376	gpos100
chr5	67592175	67592511	chr5:67592146:67592411:142380377	gpos100
chr5	67593106	67593566	chr5:67593205:67593466:142380378	gpos100
chr5	72209851	72210289	chr5:72209950:72210189:142380657	gpos100
chr5	74069731	74070192	chr5:74069830:74070092:142380665	gpos100
chr5	86564427	86564759	chr5:86564526:86564786:142380714	gpos100
chr5	86564760	86565081	chr5:86564732:86564981:142380715	gpos100
chr5	86644893	86645338	chr5:86644992:86645238:142380717	gpos100
chr5	86672550	86672988	chr5:86672649:86672888:142380718	gpos100
chr5	86674003	86674320	chr5:86674102:86674348:142380719	gpos100
chr5	86674321	86674633	chr5:86674292:86674533:142380720	gpos100
chr5	90072156	90072599	chr5:90072255:90072499:142380759	gpos100
chr5	94288887	94289311	chr5:94288986:94289211:142380958	gpos100
chr5	96245368	96245795	chr5:96245467:96245695:142380967	gpos100
chr5	99156230	99156688	chr5:99156329:99156588:142381011	gpos100
chr5	101671205	101671663	chr5:101671304:101671563:142381050	gpos100
chr5	103920614	103921038	chr5:103920713:103920938:142381055	gpos100
chr5	103927447	103927913	chr5:103927546:103927813:142381056	gpos100
chr5	103995232	103995666	chr5:103995331:103995566:142381058	gpos100
chr5	105545014	105545447	chr5:105545113:105545347:142381074	gpos100
chr5	105639633	105640106	chr5:105639732:105640006:142381075	gpos100
chr5	105699460	105699928	chr5:105699559:105699828:142381076	gpos100
chr5	105702189	105702615	chr5:105702288:105702515:142381077	gpos100
chr5	105784344	105784812	chr5:105784443:105784712:142381079	gpos100
chr5	105984667	105985133	chr5:105984766:105985033:142381081	gpos100
chr5	112073342	112073815	chr5:112073441:112073715:142381347	gpos100
chr5	112090452	112090900	chr5:112090551:112090800:142381348	gpos100
chr5	112101795	112102269	chr5:112101894:112102169:142381349	gpos100
chr5	112102746	112103067	chr5:112102845:112103094:142381350	gpos100
chr5	112103068	112103384	chr5:112103039:112103284:142381351	gpos100
chr5	112111172	112111618	chr5:112111271:112111518:142381352	gpos100
chr5	112116269	112116586	chr5:112116368:112116613:142381353	gpos100
chr5	112116587	112116919	chr5:112116558:112116819:142381354	gpos100
chr5	112127947	112128393	chr5:112128046:112128293:142381355	gpos100
chr5	112136842	112137310	chr5:112136941:112137210:142381356	gpos100
chr5	112150998	112151454	chr5:112151097:112151354:142381357	gpos100
chr5	112154527	112154832	chr5:112154626:112154859:142381358	gpos100
chr5	112154833	112155038	chr5:112154804:112155066:142381359	gpos100
chr5	112155039	112155343	chr5:112155010:112155243:142381360	gpos100
chr5	112157455	112157925	chr5:112157554:112157825:142381361	gpos100
chr5	112162671	112163103	chr5:112162770:112163003:142381362	gpos100
chr5	112163476	112163902	chr5:112163575:112163802:142381363	gpos100
chr5	112164329	112164655	chr5:112164428:112164684:142381364	gpos100
chr5	112164656	112164951	chr5:112164626:112164851:142381365	gpos100
chr5	112170512	112170848	chr5:112170611:112170875:142381366	gpos100
chr5	112170849	112171196	chr5:112170821:112171096:142381367	gpos100
chr5	112173016	112173305	chr5:112173115:112173340:142381368	gpos100
chr5	112173306	112173454	chr5:112173269:112173494:142381369	gpos100
chr5	112173455	112173597	chr5:112173413:112173639:142381370	gpos100
chr5	112173598	112173736	chr5:112173555:112173781:142381371	gpos100
chr5	112173737	112173873	chr5:112173691:112173917:142381372	gpos100
chr5	112173874	112174024	chr5:112173829:112174055:142381373	gpos100
chr5	112174025	112174175	chr5:112173993:112174218:142381374	gpos100
chr5	112174176	112174314	chr5:112174131:112174356:142381375	gpos100
chr5	112174315	112174453	chr5:112174271:112174497:142381376	gpos100
chr5	112174454	112174593	chr5:112174409:112174634:142381377	gpos100
chr5	112174594	112174734	chr5:112174551:112174776:142381378	gpos100
chr5	112174735	112174876	chr5:112174691:112174916:142381379	gpos100
chr5	112174877	112175018	chr5:112174835:112175060:142381380	gpos100
chr5	112175019	112175170	chr5:112174975:112175200:142381381	gpos100
chr5	112175171	112175334	chr5:112175139:112175365:142381382	gpos100
chr5	112175335	112175487	chr5:112175303:112175529:142381383	gpos100
chr5	112175488	112175628	chr5:112175445:112175670:142381384	gpos100
chr5	112175629	112175769	chr5:112175585:112175811:142381385	gpos100
chr5	112175770	112175912	chr5:112175727:112175952:142381386	gpos100
chr5	112175913	112176054	chr5:112175871:112176097:142381387	gpos100
chr5	112176055	112176195	chr5:112176011:112176236:142381388	gpos100
chr5	112176196	112176337	chr5:112176153:112176378:142381389	gpos100
chr5	112176338	112176480	chr5:112176295:112176521:142381390	gpos100
chr5	112176481	112176621	chr5:112176439:112176664:142381391	gpos100
chr5	112176622	112176769	chr5:112176577:112176802:142381392	gpos100
chr5	112176770	112176917	chr5:112176735:112176961:142381393	gpos100
chr5	112176918	112177070	chr5:112176873:112177098:142381394	gpos100
chr5	112177071	112177222	chr5:112177041:112177266:142381395	gpos100
chr5	112177223	112177359	chr5:112177177:112177403:142381396	gpos100
chr5	112177360	112177497	chr5:112177315:112177541:142381397	gpos100
chr5	112177498	112177636	chr5:112177453:112177678:142381398	gpos100
chr5	112177637	112177779	chr5:112177593:112177820:142381399	gpos100
chr5	112177780	112177918	chr5:112177737:112177962:142381400	gpos100
chr5	112177919	112178070	chr5:112177873:112178099:142381401	gpos100
chr5	112178071	112178223	chr5:112178041:112178266:142381402	gpos100
chr5	112178224	112178375	chr5:112178179:112178405:142381403	gpos100
chr5	112178376	112178541	chr5:112178345:112178571:142381404	gpos100
chr5	112178542	112178718	chr5:112178511:112178745:142381405	gpos100
chr5	112178719	112178905	chr5:112178691:112178932:142381406	gpos100
chr5	112178906	112179087	chr5:112178877:112179114:142381407	gpos100
chr5	112179088	112179301	chr5:112179059:112179329:142381408	gpos100
chr5	112179302	112179517	chr5:112179273:112179544:142381409	gpos100
chr5	112179518	112179725	chr5:112179489:112179752:142381410	gpos100
chr5	112179726	112180064	chr5:112179697:112179964:142381411	gpos100
chr5	120022042	120022498	chr5:120022141:120022398:142381724	gpos100
chr5	140346265	140346567	chr5:140346364:140346594:142382082	gpos100
chr5	140346568	140346741	chr5:140346540:140346767:142382083	gpos100
chr5	140346742	140346918	chr5:140346714:140346944:142382084	gpos100
chr5	140346919	140347092	chr5:140346892:140347117:142382085	gpos100
chr5	140347093	140347265	chr5:140347066:140347291:142382086	gpos100
chr5	140347266	140347436	chr5:140347238:140347465:142382087	gpos100
chr5	140347437	140347606	chr5:140347406:140347631:142382088	gpos100
chr5	140347607	140347776	chr5:140347580:140347805:142382089	gpos100
chr5	140347777	140347943	chr5:140347746:140347971:142382090	gpos100
chr5	140347944	140348113	chr5:140347914:140348140:142382091	gpos100
chr5	140348114	140348299	chr5:140348086:140348326:142382092	gpos100
chr5	140348300	140348517	chr5:140348272:140348545:142382093	gpos100
chr5	140348518	140348841	chr5:140348488:140348741:142382094	gpos100
chr5	140553474	140553909	chr5:140553573:140553809:142382118	gpos100
chr5	140590634	140591060	chr5:140590733:140590960:142382120	gpos100
chr5	140868680	140868975	chr5:140868779:140869004:142382123	gpos100
chr5	140868976	140869141	chr5:140868945:140869170:142382124	gpos100
chr5	140869142	140869310	chr5:140869111:140869337:142382125	gpos100
chr5	140869311	140869489	chr5:140869283:140869517:142382126	gpos100
chr5	140869490	140869657	chr5:140869461:140869686:142382127	gpos100
chr5	140869658	140869825	chr5:140869627:140869853:142382128	gpos100
chr5	140869826	140869994	chr5:140869797:140870022:142382129	gpos100
chr5	140869995	140870162	chr5:140869965:140870191:142382130	gpos100
chr5	140870163	140870331	chr5:140870133:140870358:142382131	gpos100
chr5	140870332	140870504	chr5:140870303:140870529:142382132	gpos100
chr5	140870505	140870683	chr5:140870479:140870711:142382133	gpos100
chr5	140870684	140870902	chr5:140870655:140870929:142382134	gpos100
chr5	140870903	140871114	chr5:140870875:140871142:142382135	gpos100
chr5	140871115	140871452	chr5:140871085:140871352:142382136	gpos100
chr5	149495201	149495503	chr5:149495300:149495529:142382190	gpos100
chr5	149495504	149495808	chr5:149495476:149495708:142382191	gpos100
chr5	149497049	149497389	chr5:149497148:149497415:142382192	gpos100
chr5	149497390	149497701	chr5:149497362:149497601:142382193	gpos100
chr5	149498174	149498623	chr5:149498273:149498523:142382194	gpos100
chr5	149499443	149499867	chr5:149499542:149499767:142382374	gpos100
chr5	149500317	149500624	chr5:149500416:149500651:142382375	gpos100
chr5	149500625	149500837	chr5:149500596:149500864:142382376	gpos100
chr5	149500838	149501167	chr5:149500810:149501067:142382377	gpos100
chr5	149501309	149501743	chr5:149501408:149501643:142382378	gpos100
chr5	149502473	149502935	chr5:149502572:149502835:142382379	gpos100
chr5	149503683	149504092	chr5:149503782:149504007:142382380	gpos100
chr5	149504093	149504528	chr5:149504177:149504428:142382381	gpos100
chr5	149504874	149505322	chr5:149504973:149505222:142382382	gpos100
chr5	149505953	149506387	chr5:149506052:149506287:142382383	gpos100
chr5	149509970	149510437	chr5:149510069:149510337:142382384	gpos100
chr5	149511408	149511838	chr5:149511507:149511738:142382385	gpos100
chr5	149512183	149512488	chr5:149512282:149512511:142382386	gpos100
chr5	149512489	149512837	chr5:149512464:149512737:142382387	gpos100
chr5	149513019	149513321	chr5:149513118:149513346:142382388	gpos100
chr5	149513322	149513524	chr5:149513296:149513550:142382389	gpos100
chr5	149513525	149513845	chr5:149513498:149513745:142382390	gpos100
chr5	149514185	149514528	chr5:149514284:149514555:142382391	gpos100
chr5	149514529	149514827	chr5:149514500:149514727:142382392	gpos100
chr5	149514988	149515335	chr5:149515087:149515362:142382393	gpos100
chr5	149515336	149515663	chr5:149515307:149515563:142382394	gpos100
chr5	153363200	153363674	chr5:153363299:153363574:142382448	gpos100
chr5	156766576	156767030	chr5:156766675:156766930:142382464	gpos100
chr5	161576184	161576610	chr5:161576283:161576510:142382479	gpos100
chr5	176516470	176516931	chr5:176516569:176516831:142382504	gpos100
chr5	176517263	176517570	chr5:176517362:176517595:142382505	gpos100
chr5	176517571	176517757	chr5:176517544:176517784:142382506	gpos100
chr5	176517758	176517950	chr5:176517730:176517976:142382507	gpos100
chr5	176517951	176518267	chr5:176517924:176518167:142382508	gpos100
chr5	176518558	176519021	chr5:176518657:176518921:142382509	gpos100
chr5	176519194	176519492	chr5:176519293:176519519:142382510	gpos100
chr5	176519493	176519673	chr5:176519465:176519700:142382511	gpos100
chr5	176519674	176519974	chr5:176519645:176519874:142382512	gpos100
chr5	176520106	176520425	chr5:176520205:176520454:142382513	gpos100
chr5	176520426	176520633	chr5:176520395:176520660:142382514	gpos100
chr5	176520634	176520946	chr5:176520605:176520846:142382515	gpos100
chr5	176522199	176522523	chr5:176522298:176522549:142382516	gpos100
chr5	176522524	176522728	chr5:176522496:176522755:142382517	gpos100
chr5	176522729	176522990	chr5:176522700:176522955:142382518	gpos100
chr5	176522991	176523235	chr5:176523025:176523261:142382519	gpos100
chr5	176523236	176523437	chr5:176523209:176523462:142382520	gpos100
chr5	176523438	176523633	chr5:176523411:176523659:142382521	gpos100
chr5	176523634	176523952	chr5:176523607:176523852:142382522	gpos100
chr5	176524159	176524488	chr5:176524258:176524514:142382523	gpos100
chr5	176524489	176524678	chr5:176524462:176524705:142382524	gpos100
chr5	176524679	176524981	chr5:176524650:176524881:142382525	gpos100
chr5	176561924	176562269	chr5:176562023:176562296:142382526	gpos100
chr5	176562270	176562468	chr5:176562241:176562495:142382527	gpos100
chr5	176562469	176562644	chr5:176562441:176562671:142382528	gpos100
chr5	176562645	176562815	chr5:176562617:176562842:142382529	gpos100
chr5	176562816	176563023	chr5:176562787:176563050:142382530	gpos100
chr5	176563024	176563368	chr5:176562995:176563268:142382531	gpos100
chr5	176618476	176618789	chr5:176618575:176618816:142382532	gpos100
chr5	176618790	176618959	chr5:176618761:176618986:142382533	gpos100
chr5	176618960	176619280	chr5:176618931:176619180:142382534	gpos100
chr5	176631074	176631377	chr5:176631173:176631406:142382535	gpos100
chr5	176631378	176631713	chr5:176631347:176631613:142382536	gpos100
chr5	176636641	176636954	chr5:176636740:176636981:142382537	gpos100
chr5	176636955	176637124	chr5:176636926:176637151:142382538	gpos100
chr5	176637125	176637311	chr5:176637096:176637338:142382539	gpos100
chr5	176637312	176637490	chr5:176637284:176637518:142382540	gpos100
chr5	176637491	176637660	chr5:176637462:176637688:142382541	gpos100
chr5	176637661	176637830	chr5:176637632:176637857:142382542	gpos100
chr5	176637831	176637999	chr5:176637802:176638028:142382543	gpos100
chr5	176638000	176638166	chr5:176637970:176638195:142382544	gpos100
chr5	176638167	176638335	chr5:176638136:176638362:142382545	gpos100
chr5	176638336	176638505	chr5:176638308:176638533:142382546	gpos100
chr5	176638506	176638678	chr5:176638476:176638705:142382547	gpos100
chr5	176638679	176638850	chr5:176638650:176638877:142382548	gpos100
chr5	176638851	176639046	chr5:176638822:176639073:142382549	gpos100
chr5	176639047	176639359	chr5:176639018:176639259:142379880	gpos100
chr5	176662607	176662911	chr5:176662706:176662940:142379881	gpos100
chr5	176662912	176663210	chr5:176662882:176663110:142379882	gpos100
chr5	176665017	176665322	chr5:176665116:176665349:142379883	gpos100
chr5	176665323	176665522	chr5:176665294:176665549:142379884	gpos100
chr5	176665523	176665855	chr5:176665494:176665755:142379885	gpos100
chr5	176666467	176666810	chr5:176666566:176666837:142379886	gpos100
chr5	176666811	176667129	chr5:176666782:176667029:142379887	gpos100
chr5	176670919	176671262	chr5:176671018:176671289:142379888	gpos100
chr5	176671263	176671597	chr5:176671234:176671497:142379889	gpos100
chr5	176673246	176673551	chr5:176673345:176673576:142379890	gpos100
chr5	176673552	176673729	chr5:176673525:176673754:142379891	gpos100
chr5	176673730	176674032	chr5:176673703:176673932:142379892	gpos100
chr5	176674990	176675333	chr5:176675089:176675360:142379893	gpos100
chr5	176675334	176675678	chr5:176675305:176675578:142379894	gpos100
chr5	176678494	176678833	chr5:176678593:176678860:142379895	gpos100
chr5	176678834	176679154	chr5:176678805:176679054:142379896	gpos100
chr5	176683717	176684014	chr5:176683816:176684042:142379897	gpos100
chr5	176684015	176684311	chr5:176683986:176684211:142379898	gpos100
chr5	176686663	176686989	chr5:176686762:176687015:142379899	gpos100
chr5	176686990	176687310	chr5:176686962:176687210:142379900	gpos100
chr5	176694298	176694633	chr5:176694397:176694660:142379901	gpos100
chr5	176694634	176694980	chr5:176694605:176694880:142379902	gpos100
chr5	176696348	176696660	chr5:176696447:176696686:142379903	gpos100
chr5	176696661	176697008	chr5:176696633:176696908:142379904	gpos100
chr5	176700417	176700724	chr5:176700516:176700751:142379905	gpos100
chr5	176700725	176701021	chr5:176700696:176700921:142379906	gpos100
chr5	176707162	176707486	chr5:176707261:176707513:142379907	gpos100
chr5	176707487	176707670	chr5:176707459:176707697:142379908	gpos100
chr5	176707671	176707992	chr5:176707643:176707892:142379909	gpos100
chr5	176709236	176709555	chr5:176709335:176709583:142379910	gpos100
chr5	176709556	176709852	chr5:176709527:176709752:142379911	gpos100
chr5	176710553	176710886	chr5:176710652:176710913:142379912	gpos100
chr5	176710887	176711225	chr5:176710858:176711125:142379913	gpos100
chr5	176715638	176716104	chr5:176715737:176716004:142379914	gpos100
chr5	176718659	176718963	chr5:176718758:176718989:142379915	gpos100
chr5	176718964	176719295	chr5:176718936:176719195:142379916	gpos100
chr5	176720701	176721007	chr5:176720800:176721032:142379917	gpos100
chr5	176721008	176721225	chr5:176720982:176721253:142379918	gpos100
chr5	176721226	176721397	chr5:176721196:176721423:142379919	gpos100
chr5	176721398	176721570	chr5:176721370:176721596:142379920	gpos100
chr5	176721571	176721761	chr5:176721544:176721788:142379921	gpos100
chr5	176721762	176721977	chr5:176721734:176722003:142379922	gpos100
chr5	176721978	176722156	chr5:176721950:176722183:142379923	gpos100
chr5	176722157	176722501	chr5:176722128:176722401:142379924	gpos100
chr5	178551970	178552436	chr5:178552069:178552336:142379930	gpos100
chr6	0	171115067	chr1	gneg
chr6	7580097	7580434	chr6:7580196:7580461:142380076	gpos100
chr6	7580435	7580775	chr6:7580406:7580675:142380077	gpos100
chr6	26031773	26032081	chr6:26031872:26032121:142380599	gpos100
chr6	26032082	26032282	chr6:26032040:26032310:142380776	gpos100
chr6	26032283	26032603	chr6:26032254:26032503:142380777	gpos100
chr6	26104248	26104696	chr6:26104347:26104596:142380779	gpos100
chr6	26216513	26216981	chr6:26216612:26216881:142380780	gpos100
chr6	29643496	29643926	chr6:29643595:29643826:142380885	gpos100
chr6	30361059	30361487	chr6:30361158:30361387:142381153	gpos100
chr6	31610399	31610851	chr6:31610498:31610751:142381165	gpos100
chr6	33053548	33054018	chr6:33053647:33053918:142381270	gpos100
chr6	33235623	33236075	chr6:33235722:33235975:142381273	gpos100
chr6	36570725	36571163	chr6:36570824:36571063:142381302	gpos100
chr6	41903553	41903978	chr6:41903652:41903878:142381905	gpos100
chr6	41904841	41905305	chr6:41904940:41905205:142381906	gpos100
chr6	41907950	41908284	chr6:41908049:41908322:142381907	gpos100
chr6	41908285	41908572	chr6:41908245:41908472:142381908	gpos100
chr6	41909056	41909390	chr6:41909155:41909417:142381909	gpos100
chr6	41909391	41909689	chr6:41909363:41909589:142381910	gpos100
chr6	43738262	43738608	chr6:43738361:43738634:142381948	gpos100
chr6	43738609	43738810	chr6:43738581:43738836:142381949	gpos100
chr6	43738811	43739005	chr6:43738783:43739033:142381950	gpos100
chr6	43739006	43739345	chr6:43738977:43739245:142381951	gpos100
chr6	43745072	43745379	chr6:43745171:43745404:142381952	gpos100
chr6	43745380	43745725	chr6:43745353:43745625:142381953	gpos100
chr6	43746065	43746503	chr6:43746164:43746403:142381954	gpos100
chr6	43749547	43749973	chr6:43749646:43749873:142381955	gpos100
chr6	48994475	48994903	chr6:48994574:48994803:142382274	gpos100
chr6	73482040	73482470	chr6:73482139:73482370:142380663	gpos100
chr6	74489498	74489936	chr6:74489597:74489836:142380668	gpos100
chr6	76753178	76753651	chr6:76753277:76753551:142380676	gpos100
chr6	78652124	78652574	chr6:78652223:78652474:142380688	gpos100
chr6	79541357	79541781	chr6:79541456:79541681:142380690	gpos100
chr6	79655345	79655771	chr6:79655444:79655671:142380692	gpos100
chr6	80845839	80846263	chr6:80845938:80846163:142380696	gpos100
chr6	82159364	82159832	chr6:82159463:82159732:142380700	gpos100
chr6	83943792	83944247	chr6:83943891:83944147:142380706	gpos100
chr6	85724033	85724483	chr6:85724132:85724383:142380710	gpos100
chr6	86691524	86691972	chr6:86691623:86691872:142380721	gpos100
chr6	89985243	89985683	chr6:89985342:89985583:142380757	gpos100
chr6	90572202	90572674	chr6:90572301:90572574:142380764	gpos100
chr6	91401098	91401542	chr6:91401197:91401442:142380768	gpos100
chr6	92985227	92985653	chr6:92985326:92985553:142380955	gpos100
chr6	94134186	94134658	chr6:94134285:94134558:142380957	gpos100
chr6	96234860	96235328	chr6:96234959:96235228:142380966	gpos100
chr6	97102481	97102939	chr6:97102580:97102839:142380970	gpos100
chr6	98489427	98489865	chr6:98489526:98489765:142381008	gpos100
chr6	99468808	99469250	chr6:99468907:99469150:142381033	gpos100
chr6	101296282	101296746	chr6:101296381:101296646:142381048	gpos100
chr6	101901837	101902273	chr6:101901936:101902173:142381051	gpos100
chr6	103990911	103991377	chr6:103991010:103991277:142381057	gpos100
chr6	104778170	104778614	chr6:104778269:104778514:142381061	gpos100
chr6	106270371	106270820	chr6:106270470:106270720:142381306	gpos100
chr6	107251748	107252205	chr6:107251847:107252105:142381309	gpos100
chr6	109049429	109049877	chr6:109049528:109049777:142381336	gpos100
chr6	109954120	109954570	chr6:109954219:109954470:142381338	gpos100
chr6	110065579	110066031	chr6:110065678:110065931:142381340	gpos100
chr6	111283454	111283890	chr6:111283553:111283790:142381342	gpos100
chr6	111983602	111984063	chr6:111983701:111983963:142381346	gpos100
chr6	113644746	113645178	chr6:113644845:113645078:142381418	gpos100
chr6	114209380	114209814	chr6:114209479:114209714:142381419	gpos100
chr6	115942334	115942780	chr6:115942433:115942680:142381435	gpos100
chr6	117624632	117625078	chr6:117624731:117624978:142381476	gpos100
chr6	118528359	118528821	chr6:118528458:118528721:142381719	gpos100
chr6	120040294	120040736	chr6:120040393:120040636:142381725	gpos100
chr6	122255033	122255487	chr6:122255132:122255387:142381753	gpos100
chr6	152128848	152129179	chr6:152128947:152129208:142382411	gpos100
chr6	152129180	152129384	chr6:152129149:152129409:142382412	gpos100
chr6	152129385	152129689	chr6:152129359:152129589:142382413	gpos100
chr6	152163590	152163921	chr6:152163689:152163948:142382414	gpos100
chr6	152163922	152164262	chr6:152163893:152164162:142382415	gpos100
chr6	152201576	152201905	chr6:152201675:152201933:142382416	gpos100
chr6	152201906	152202218	chr6:152201877:152202118:142382417	gpos100
chr6	152265082	152265418	chr6:152265181:152265444:142382418	gpos100
chr6	152265419	152265590	chr6:152265391:152265617:142382419	gpos100
chr6	152265591	152265888	chr6:152265563:152265788:142382420	gpos100
chr6	152332659	152333125	chr6:152332758:152333025:142382421	gpos100
chr6	152381940	152382396	chr6:152382039:152382296:142382423	gpos100
chr6	152415380	152415840	chr6:152415479:152415740:142382424	gpos100
chr6	152419727	152420050	chr6:152419826:152420077:142382425	gpos100
chr6	152420051	152420383	chr6:152420022:152420283:142382426	gpos100
chr6	160211203	160211649	chr6:160211302:160211549:142382474	gpos100
chr6	162600984	162601446	chr6:162601083:162601346:142382481	gpos100
chr7	0	159138663	chr1	gneg
chr7	1875943	1876417	chr7:1876042:1876317:142379578	gpos100
chr7	2775998	2776436	chr7:2776097:2776336:142379653	gpos100
chr7	3334463	3334921	chr7:3334562:3334821:142379655	gpos100
chr7	4152896	4153344	chr7:4152995:4153244:142379672	gpos100
chr7	5034491	5034945	chr7:5034590:5034845:142379686	gpos100
chr7	6066323	6066761	chr7:6066422:6066661:142379703	gpos100
chr7	6426750	6427211	chr7:6426849:6427111:142379706	gpos100
chr7	6462488	6462938	chr7:6462587:6462838:142379707	gpos100
chr7	6628277	6628739	chr7:6628376:6628639:142380058	gpos100
chr7	7856676	7857120	chr7:7856775:7857020:142380080	gpos100
chr7	10260826	10261289	chr7:10260925:10261189:142380103	gpos100
chr7	10991514	10991946	chr7:10991613:10991846:142380113	gpos100
chr7	11938471	11938913	chr7:11938570:11938813:142380151	gpos100
chr7	13700581	13701007	chr7:13700680:13700907:142380195	gpos100
chr7	14420378	14420823	chr7:14420477:14420723:142380210	gpos100
chr7	16240020	16240454	chr7:16240119:16240354:142380430	gpos100
chr7	17384764	17385228	chr7:17384863:17385128:142380448	gpos100
chr7	17970576	17971000	chr7:17970675:17970900:142380463	gpos100
chr7	18625396	18625822	chr7:18625495:18625722:142380470	gpos100
chr7	20313876	20314302	chr7:20313975:20314202:142380484	gpos100
chr7	21323101	21323535	chr7:21323200:21323435:142380494	gpos100
chr7	22951689	22952129	chr7:22951788:22952029:142380536	gpos100
chr7	24426664	24427131	chr7:24426763:24427031:142380558	gpos100
chr7	26334875	26335329	chr7:26334974:26335229:142380781	gpos100
chr7	27336613	27337047	chr7:27336712:27336947:142380792	gpos100
chr7	27868275	27868711	chr7:27868374:27868611:142380794	gpos100
chr7	28403638	28404112	chr7:28403737:28404012:142380801	gpos100
chr7	29611908	29612382	chr7:29612007:29612282:142380883	gpos100
chr7	30764921	30765355	chr7:30765020:30765255:142381157	gpos100
chr7	32114904	32115330	chr7:32115003:32115230:142381171	gpos100
chr7	34080218	34080692	chr7:34080317:34080592:142381282	gpos100
chr7	35677385	35677810	chr7:35677484:35677710:142381292	gpos100
chr7	37315624	37316051	chr7:37315723:37315951:142381503	gpos100
chr7	37925304	37925777	chr7:37925403:37925677:142381546	gpos100
chr7	38415231	38415689	chr7:38415330:38415589:142381587	gpos100
chr7	39509296	39509748	chr7:39509395:39509648:142381598	gpos100
chr7	41510045	41510473	chr7:41510144:41510373:142381903	gpos100
chr7	43761370	43761794	chr7:43761469:43761694:142381956	gpos100
chr7	45576563	45577033	chr7:45576662:45576933:142381988	gpos100
chr7	46224869	46225295	chr7:46224968:46225195:142382206	gpos100
chr7	48939252	48939724	chr7:48939351:48939624:142382263	gpos100
chr7	50546127	50546597	chr7:50546226:50546497:142382366	gpos100
chr7	50739321	50739759	chr7:50739420:50739659:142382369	gpos100
chr7	52480559	52480983	chr7:52480658:52480883:142379714	gpos100
chr7	54501787	54502257	chr7:54501886:54502157:142379728	gpos100
chr7	55210947	55211411	chr7:55211046:55211311:142379753	gpos100
chr7	55220142	55220590	chr7:55220241:55220490:142379754	gpos100
chr7	55221568	55222042	chr7:55221667:55221942:142379755	gpos100
chr7	55223301	55223599	chr7:55223400:55223630:142379756	gpos100
chr7	55223600	55223916	chr7:55223568:55223816:142379757	gpos100
chr7	55232905	55233345	chr7:55233004:55233245:142379758	gpos100
