contig	start	stop	name
4	55589616	55590040	chr4:55589715:55589940:142379772
4	55591891	55592363	chr4:55591990:55592263:142379773
4	55593250	55593582	chr4:55593349:55593609:142379774
4	55593583	55593882	chr4:55593555:55593782:142379775
4	55594043	55594484	chr4:55594142:55594384:142379776
4	55595367	55595819	chr4:55595466:55595719:142379777
4	55597358	55597806	chr4:55597457:55597706:142379778
4	55597901	55598363	chr4:55598000:55598263:142379779
4	55599102	55599572	chr4:55599201:55599472:142379780
4	55602530	55602966	chr4:55602629:55602866:142379781
4	55603209	55603675	chr4:55603308:55603575:142379782
4	55604461	55604925	chr4:55604560:55604825:142379783
4	55945977	55946276	chr4:55946076:55946302:142379791
4	55946277	55946609	chr4:55946250:55946509:142379792
4	55955981	55956411	chr4:55956080:55956311:142379793
4	55960839	55961313	chr4:55960938:55961213:142379794
4	55964732	55965170	chr4:55964831:55965070:142379795
4	55970676	55971000	chr4:55970775:55971027:142379796
4	55971001	55971316	chr4:55970973:55971216:142379797
4	55973770	55974222	chr4:55973869:55974122:142379798
4	55980159	55980595	chr4:55980258:55980495:142379799
4	57164049	57164373	chr4:57164148:57164401:142379852
4	57164374	57164687	chr4:57164344:57164587:142379853
4	57173406	57173735	chr4:57173505:57173761:142379854
4	57173736	57174080	chr4:57173709:57173980:142379855
4	57176542	57176875	chr4:57176641:57176904:142379856
4	57176876	57177220	chr4:57176845:57177120:142379857
4	57179193	57179505	chr4:57179292:57179532:142379858
4	57179506	57179815	chr4:57179478:57179715:142379859
4	57179982	57180279	chr4:57180081:57180307:142379860
4	57180280	57180449	chr4:57180251:57180477:142379861
4	57180450	57180622	chr4:57180421:57180647:142379862
4	57180623	57180789	chr4:57180597:57180825:142379863
4	57180790	57180951	chr4:57180753:57180979:142379864
4	57180952	57181122	chr4:57180923:57181150:142379865
4	57181123	57181294	chr4:57181093:57181318:142379866
4	57181295	57181470	chr4:57181269:57181494:142379867
4	57181471	57181642	chr4:57181445:57181670:142379868
4	57181643	57181803	chr4:57181613:57181838:142379869
4	57181804	57181953	chr4:57181767:57181992:142379870
4	57181954	57182112	chr4:57181913:57182140:142379871
4	57182113	57182269	chr4:57182083:57182308:142379872
4	57182270	57182426	chr4:57182229:57182455:142379873
4	57182427	57182601	chr4:57182397:57182628:142379874
4	57182602	57182804	chr4:57182573:57182830:142379875
4	57182805	57183149	chr4:57182777:57183049:142379876
4	57189328	57189648	chr4:57189427:57189673:142379877
4	57189649	57189966	chr4:57189623:57189866:142379878
4	57190044	57190383	chr4:57190143:57190411:142379879
4	57190384	57190714	chr4:57190355:57190614:142380233
4	57193678	57193987	chr4:57193777:57194014:142380234
4	57193988	57194310	chr4:57193959:57194210:142380235
4	62775331	62775767	chr4:62775430:62775667:142380313
4	94343899	94344351	chr4:94343998:94344251:142380959
4	99037725	99038181	chr4:99037824:99038081:142381010
4	106154826	106155122	chr4:106154925:106155150:142381082
4	106155123	106155278	chr4:106155093:106155319:142381083
4	106155279	106155420	chr4:106155237:106155462:142381084
4	106155421	106155559	chr4:106155377:106155602:142381085
4	106155560	106155711	chr4:106155515:106155740:142381086
4	106155712	106155877	chr4:106155681:106155907:142381087
4	106155878	106156042	chr4:106155847:106156072:142381088
4	106156043	106156207	chr4:106156011:106156236:142381089
4	106156208	106156375	chr4:106156177:106156402:142381090
4	106156376	106156529	chr4:106156347:106156572:142381091
4	106156530	106156683	chr4:106156485:106156710:142381092
4	106156684	106156852	chr4:106156655:106156880:142381093
4	106156853	106157020	chr4:106156823:106157049:142381094
4	106157021	106157175	chr4:106156991:106157218:142381095
4	106157176	106157328	chr4:106157131:106157357:142381096
4	106157329	106157482	chr4:106157299:106157524:142381097
4	106157483	106157636	chr4:106157439:106157665:142381098
4	106157637	106157804	chr4:106157607:106157833:142381099
4	106157805	106157980	chr4:106157775:106158007:142381100
4	106157981	106158157	chr4:106157953:106158184:142381101
4	106158158	106158375	chr4:106158129:106158402:142381102
4	106158376	106158720	chr4:106158347:106158620:142381103
4	106162325	106162763	chr4:106162424:106162663:142381104
4	106164597	106164939	chr4:106164696:106164966:142381105
4	106164940	106165273	chr4:106164912:106165173:142381106
4	106180426	106180767	chr4:106180525:106180793:142381107
4	106180768	106181105	chr4:106180741:106181005:142381108
4	106182874	106183220	chr4:106182973:106183247:142381109
4	106183221	106183568	chr4:106183193:106183468:142381110
4	106190635	106191081	chr4:106190734:106190981:142381111
4	106193591	106193937	chr4:106193690:106193964:142381112
4	106193938	106194283	chr4:106193910:106194183:142381113
4	106195991	106196245	chr4:106196090:106196317:142381114
4	106196246	106196321	chr4:106196172:106196404:142381115
4	106196322	106196409	chr4:106196238:106196465:142381116
4	106196410	106196505	chr4:106196352:106196602:142381117
4	106196506	106196592	chr4:106196408:106196634:142381118
4	106196593	106196773	chr4:106196550:106196824:142381119
4	106196774	106196858	chr4:106196722:106196948:142381120
4	106196859	106196934	chr4:106196768:106197003:142381121
4	106196935	106197020	chr4:106196864:106197090:142381122
4	106197021	106197108	chr4:106196950:106197206:142381123
4	106197109	106197213	chr4:106197010:106197271:142381124
4	106197214	106197300	chr4:106197154:106197380:142381125
4	106197301	106197405	chr4:106197220:106197485:142381126
4	106197406	106197506	chr4:106197324:106197581:142381127
4	106197507	106197775	chr4:106197430:106197675:142381128
4	106892126	106892562	chr4:106892225:106892462:142381308
4	107845068	107845508	chr4:107845167:107845408:142381311
4	114863459	114863927	chr4:114863558:114863827:142381422
4	115544206	115544630	chr4:115544305:115544530:142381431
4	152355134	152355558	chr4:152355233:152355458:142382422
4	153243900	153244231	chr4:153243999:153244258:142382430
4	153244232	153244560	chr4:153244203:153244460:142382431
4	153245200	153245525	chr4:153245299:153245552:142382432
4	153245526	153245858	chr4:153245497:153245758:142382433
4	153247024	153247344	chr4:153247123:153247371:142382434
4	153247345	153247684	chr4:153247317:153247584:142382435
4	153249226	153249535	chr4:153249325:153249562:142382436
4	153249536	153249864	chr4:153249507:153249764:142382437
4	153250690	153251118	chr4:153250789:153251018:142382438
4	153251750	153252224	chr4:153251849:153252124:142382439
4	153253596	153254064	chr4:153253695:153253964:142382440
4	153258818	153259290	chr4:153258917:153259190:142382441
4	153267946	153268396	chr4:153268045:153268296:142382442
4	153270974	153271446	chr4:153271073:153271346:142382443
4	153332274	153332581	chr4:153332373:153332606:142382444
4	153332582	153332765	chr4:153332555:153332792:142382445
4	153332766	153332982	chr4:153332737:153333009:142382446
4	153332983	153333330	chr4:153332955:153333230:142382447
4	159533368	159533822	chr4:159533467:159533722:142382473
4	170017269	170017741	chr4:170017368:170017641:142382491
4	170429192	170429616	chr4:170429291:170429516:142382492
4	187539607	187539936	chr4:187539706:187539963:142379976
4	187539937	187540279	chr4:187539908:187540179:142379977
5	1294930	1295403	chr5:1295029:1295303:142379546
5	2102927	2103353	chr5:2103026:2103253:142379587
5	2726261	2726706	chr5:2726360:2726606:142379652
5	3451770	3452207	chr5:3451869:3452107:142379657
5	5436874	5437344	chr5:5436973:5437244:142379700
5	6613597	6614025	chr5:6613696:6613925:142379709
5	7996125	7996599	chr5:7996224:7996499:142380082
5	9421660	9422084	chr5:9421759:9421984:142380093
5	10654635	10655091	chr5:10654734:10654991:142380108
5	11589404	11589872	chr5:11589503:11589772:142380147
5	13619818	13620282	chr5:13619917:13620182:142380191
5	14875724	14876150	chr5:14875823:14876050:142380213
5	16655183	16655613	chr5:16655282:16655513:142380433
5	16694425	16694877	chr5:16694524:16694777:142380434
5	17374987	17375413	chr5:17375086:17375313:142380447
5	18624347	18624817	chr5:18624446:18624717:142380469
5	19902583	19903053	chr5:19902682:19902953:142380479
5	21324374	21324846	chr5:21324473:21324746:142380495
5	22986744	22987212	chr5:22986843:22987112:142380537
5	24329528	24329986	chr5:24329627:24329886:142380557
5	25725203	25725633	chr5:25725302:25725533:142380594
5	27862379	27862823	chr5:27862478:27862723:142380793
5	29715520	29715962	chr5:29715619:29715862:142380942
5	30972886	30973316	chr5:30972985:30973216:142381162
5	32031040	32031506	chr5:32031139:32031406:142381169
5	33628039	33628489	chr5:33628138:33628389:142381279
5	35563047	35563471	chr5:35563146:35563371:142381291
5	35876260	35876702	chr5:35876359:35876602:142381294
5	37772434	37772866	chr5:37772533:37772766:142381505
5	38346026	38346461	chr5:38346125:38346361:142381586
5	39898734	39899202	chr5:39898833:39899102:142381622
5	41009146	41009620	chr5:41009245:41009520:142381647
5	41049382	41049818	chr5:41049481:41049718:142381648
5	42956538	42956998	chr5:42956637:42956898:142381944
5	43290064	43290514	chr5:43290163:43290414:142381947
5	49696772	49697228	chr5:49696871:49697128:142382363
5	56152245	56152569	chr5:56152344:56152595:142379800
5	56152570	56152895	chr5:56152542:56152795:142379801
5	56155344	56155648	chr5:56155443:56155674:142379802
5	56155649	56155968	chr5:56155621:56155868:142379803
5	56160409	56160857	chr5:56160508:56160757:142379804
5	56161025	56161493	chr5:56161124:56161393:142379805
5	56161520	56161962	chr5:56161619:56161862:142379806
5	56167601	56168063	chr5:56167700:56167963:142379807
5	56168332	56168631	chr5:56168431:56168668:142379810
5	56168632	56168817	chr5:56168593:56168844:142379808
5	56168818	56169140	chr5:56168789:56169040:142379809
5	56170725	56171041	chr5:56170824:56171067:142379811
5	56171042	56171389	chr5:56171014:56171289:142379812
5	56174671	56175112	chr5:56174770:56175012:142379814
5	56176404	56176705	chr5:56176503:56176732:142379815
5	56176706	56176921	chr5:56176677:56176949:142379816
5	56176922	56177242	chr5:56176893:56177146:142379817
5	56177243	56177570	chr5:56177338:56177597:142379818
5	56177571	56177778	chr5:56177542:56177805:142379819
5	56177779	56177948	chr5:56177750:56177976:142379820
5	56177949	56178141	chr5:56177920:56178169:142379821
5	56178142	56178311	chr5:56178112:56178338:142379822
5	56178312	56178498	chr5:56178284:56178525:142379823
5	56178499	56178836	chr5:56178470:56178736:142379824
5	56179210	56179666	chr5:56179309:56179566:142379825
5	56180353	56180807	chr5:56180452:56180707:142379826
5	56181553	56181995	chr5:56181652:56181895:142379827
5	56183071	56183545	chr5:56183170:56183445:142379828
5	56183917	56184383	chr5:56184016:56184283:142379829
5	56189224	56189654	chr5:56189323:56189554:142379830
5	64881800	64882251	chr5:64881899:64882151:142380323
5	67522370	67522673	chr5:67522469:67522700:142380362
5	67522674	67523016	chr5:67522645:67522916:142380363
5	67576208	67576549	chr5:67576307:67576576:142380364
5	67576550	67576733	chr5:67576521:67576760:142380365
5	67576734	67577030	chr5:67576705:67576930:142380366
5	67587951	67588423	chr5:67588050:67588323:142380367
5	67588795	67589100	chr5:67588894:67589139:142380368
5	67589101	67589271	chr5:67589060:67589299:142380369
5	67589272	67589447	chr5:67589242:67589475:142380370
5	67589448	67589655	chr5:67589418:67589684:142380371
5	67589656	67590001	chr5:67589626:67589901:142380372
5	67590214	67590642	chr5:67590313:67590542:142380373
5	67590840	67591146	chr5:67590939:67591174:142380374
5	67591147	67591482	chr5:67591117:67591382:142380375
5	67591865	67592174	chr5:67591964:67592201:142380376
5	67592175	67592511	chr5:67592146:67592411:142380377
5	67593106	67593566	chr5:67593205:67593466:142380378
5	72209851	72210289	chr5:72209950:72210189:142380657
5	74069731	74070192	chr5:74069830:74070092:142380665
5	86564427	86564759	chr5:86564526:86564786:142380714
5	86564760	86565081	chr5:86564732:86564981:142380715
5	86644893	86645338	chr5:86644992:86645238:142380717
5	86672550	86672988	chr5:86672649:86672888:142380718
5	86674003	86674320	chr5:86674102:86674348:142380719
5	86674321	86674633	chr5:86674292:86674533:142380720
5	90072156	90072599	chr5:90072255:90072499:142380759
5	94288887	94289311	chr5:94288986:94289211:142380958
5	96245368	96245795	chr5:96245467:96245695:142380967
5	99156230	99156688	chr5:99156329:99156588:142381011
5	101671205	101671663	chr5:101671304:101671563:142381050
5	103920614	103921038	chr5:103920713:103920938:142381055
5	103927447	103927913	chr5:103927546:103927813:142381056
5	103995232	103995666	chr5:103995331:103995566:142381058
5	105545014	105545447	chr5:105545113:105545347:142381074
5	105639633	105640106	chr5:105639732:105640006:142381075
5	105699460	105699928	chr5:105699559:105699828:142381076
5	105702189	105702615	chr5:105702288:105702515:142381077
5	105784344	105784812	chr5:105784443:105784712:142381079
5	105984667	105985133	chr5:105984766:105985033:142381081
5	112073342	112073815	chr5:112073441:112073715:142381347
5	112090452	112090900	chr5:112090551:112090800:142381348
5	112101795	112102269	chr5:112101894:112102169:142381349
5	112102746	112103067	chr5:112102845:112103094:142381350
5	112103068	112103384	chr5:112103039:112103284:142381351
5	112111172	112111618	chr5:112111271:112111518:142381352
5	112116269	112116586	chr5:112116368:112116613:142381353
5	112116587	112116919	chr5:112116558:112116819:142381354
5	112127947	112128393	chr5:112128046:112128293:142381355
5	112136842	112137310	chr5:112136941:112137210:142381356
5	112150998	112151454	chr5:112151097:112151354:142381357
5	112154527	112154832	chr5:112154626:112154859:142381358
5	112154833	112155038	chr5:112154804:112155066:142381359
5	112155039	112155343	chr5:112155010:112155243:142381360
5	112157455	112157925	chr5:112157554:112157825:142381361
5	112162671	112163103	chr5:112162770:112163003:142381362
5	112163476	112163902	chr5:112163575:112163802:142381363
5	112164329	112164655	chr5:112164428:112164684:142381364
5	112164656	112164951	chr5:112164626:112164851:142381365
5	112170512	112170848	chr5:112170611:112170875:142381366
5	112170849	112171196	chr5:112170821:112171096:142381367
5	112173016	112173305	chr5:112173115:112173340:142381368
5	112173306	112173454	chr5:112173269:112173494:142381369
5	112173455	112173597	chr5:112173413:112173639:142381370
5	112173598	112173736	chr5:112173555:112173781:142381371
5	112173737	112173873	chr5:112173691:112173917:142381372
5	112173874	112174024	chr5:112173829:112174055:142381373
5	112174025	112174175	chr5:112173993:112174218:142381374
5	112174176	112174314	chr5:112174131:112174356:142381375
5	112174315	112174453	chr5:112174271:112174497:142381376
5	112174454	112174593	chr5:112174409:112174634:142381377
5	112174594	112174734	chr5:112174551:112174776:142381378
5	112174735	112174876	chr5:112174691:112174916:142381379
5	112174877	112175018	chr5:112174835:112175060:142381380
5	112175019	112175170	chr5:112174975:112175200:142381381
5	112175171	112175334	chr5:112175139:112175365:142381382
5	112175335	112175487	chr5:112175303:112175529:142381383
5	112175488	112175628	chr5:112175445:112175670:142381384
5	112175629	112175769	chr5:112175585:112175811:142381385
5	112175770	112175912	chr5:112175727:112175952:142381386
5	112175913	112176054	chr5:112175871:112176097:142381387
5	112176055	112176195	chr5:112176011:112176236:142381388
5	112176196	112176337	chr5:112176153:112176378:142381389
5	112176338	112176480	chr5:112176295:112176521:142381390
5	112176481	112176621	chr5:112176439:112176664:142381391
5	112176622	112176769	chr5:112176577:112176802:142381392
5	112176770	112176917	chr5:112176735:112176961:142381393
5	112176918	112177070	chr5:112176873:112177098:142381394
5	112177071	112177222	chr5:112177041:112177266:142381395
5	112177223	112177359	chr5:112177177:112177403:142381396
5	112177360	112177497	chr5:112177315:112177541:142381397
5	112177498	112177636	chr5:112177453:112177678:142381398
5	112177637	112177779	chr5:112177593:112177820:142381399
5	112177780	112177918	chr5:112177737:112177962:142381400
5	112177919	112178070	chr5:112177873:112178099:142381401
5	112178071	112178223	chr5:112178041:112178266:142381402
5	112178224	112178375	chr5:112178179:112178405:142381403
5	112178376	112178541	chr5:112178345:112178571:142381404
5	112178542	112178718	chr5:112178511:112178745:142381405
5	112178719	112178905	chr5:112178691:112178932:142381406
5	112178906	112179087	chr5:112178877:112179114:142381407
5	112179088	112179301	chr5:112179059:112179329:142381408
5	112179302	112179517	chr5:112179273:112179544:142381409
5	112179518	112179725	chr5:112179489:112179752:142381410
5	112179726	112180064	chr5:112179697:112179964:142381411
5	120022042	120022498	chr5:120022141:120022398:142381724
5	140346265	140346567	chr5:140346364:140346594:142382082
5	140346568	140346741	chr5:140346540:140346767:142382083
5	140346742	140346918	chr5:140346714:140346944:142382084
5	140346919	140347092	chr5:140346892:140347117:142382085
5	140347093	140347265	chr5:140347066:140347291:142382086
5	140347266	140347436	chr5:140347238:140347465:142382087
5	140347437	140347606	chr5:140347406:140347631:142382088
5	140347607	140347776	chr5:140347580:140347805:142382089
5	140347777	140347943	chr5:140347746:140347971:142382090
5	140347944	140348113	chr5:140347914:140348140:142382091
5	140348114	140348299	chr5:140348086:140348326:142382092
5	140348300	140348517	chr5:140348272:140348545:142382093
5	140348518	140348841	chr5:140348488:140348741:142382094
5	140553474	140553909	chr5:140553573:140553809:142382118
5	140590634	140591060	chr5:140590733:140590960:142382120
5	140868680	140868975	chr5:140868779:140869004:142382123
5	140868976	140869141	chr5:140868945:140869170:142382124
5	140869142	140869310	chr5:140869111:140869337:142382125
5	140869311	140869489	chr5:140869283:140869517:142382126
5	140869490	140869657	chr5:140869461:140869686:142382127
5	140869658	140869825	chr5:140869627:140869853:142382128
5	140869826	140869994	chr5:140869797:140870022:142382129
5	140869995	140870162	chr5:140869965:140870191:142382130
5	140870163	140870331	chr5:140870133:140870358:142382131
5	140870332	140870504	chr5:140870303:140870529:142382132
5	140870505	140870683	chr5:140870479:140870711:142382133
5	140870684	140870902	chr5:140870655:140870929:142382134
5	140870903	140871114	chr5:140870875:140871142:142382135
5	140871115	140871452	chr5:140871085:140871352:142382136
5	149495201	149495503	chr5:149495300:149495529:142382190
5	149495504	149495808	chr5:149495476:149495708:142382191
5	149497049	149497389	chr5:149497148:149497415:142382192
5	149497390	149497701	chr5:149497362:149497601:142382193
5	149498174	149498623	chr5:149498273:149498523:142382194
5	149499443	149499867	chr5:149499542:149499767:142382374
5	149500317	149500624	chr5:149500416:149500651:142382375
5	149500625	149500837	chr5:149500596:149500864:142382376
5	149500838	149501167	chr5:149500810:149501067:142382377
5	149501309	149501743	chr5:149501408:149501643:142382378
5	149502473	149502935	chr5:149502572:149502835:142382379
5	149503683	149504092	chr5:149503782:149504007:142382380
5	149504093	149504528	chr5:149504177:149504428:142382381
5	149504874	149505322	chr5:149504973:149505222:142382382
5	149505953	149506387	chr5:149506052:149506287:142382383
5	149509970	149510437	chr5:149510069:149510337:142382384
5	149511408	149511838	chr5:149511507:149511738:142382385
5	149512183	149512488	chr5:149512282:149512511:142382386
5	149512489	149512837	chr5:149512464:149512737:142382387
5	149513019	149513321	chr5:149513118:149513346:142382388
5	149513322	149513524	chr5:149513296:149513550:142382389
5	149513525	149513845	chr5:149513498:149513745:142382390
5	149514185	149514528	chr5:149514284:149514555:142382391
5	149514529	149514827	chr5:149514500:149514727:142382392
5	149514988	149515335	chr5:149515087:149515362:142382393
5	149515336	149515663	chr5:149515307:149515563:142382394
5	153363200	153363674	chr5:153363299:153363574:142382448
5	156766576	156767030	chr5:156766675:156766930:142382464
5	161576184	161576610	chr5:161576283:161576510:142382479
5	176516470	176516931	chr5:176516569:176516831:142382504
5	176517263	176517570	chr5:176517362:176517595:142382505
5	176517571	176517757	chr5:176517544:176517784:142382506
5	176517758	176517950	chr5:176517730:176517976:142382507
5	176517951	176518267	chr5:176517924:176518167:142382508
5	176518558	176519021	chr5:176518657:176518921:142382509
5	176519194	176519492	chr5:176519293:176519519:142382510
5	176519493	176519673	chr5:176519465:176519700:142382511
5	176519674	176519974	chr5:176519645:176519874:142382512
5	176520106	176520425	chr5:176520205:176520454:142382513
5	176520426	176520633	chr5:176520395:176520660:142382514
5	176520634	176520946	chr5:176520605:176520846:142382515
5	176522199	176522523	chr5:176522298:176522549:142382516
5	176522524	176522728	chr5:176522496:176522755:142382517
5	176522729	176522990	chr5:176522700:176522955:142382518
5	176522991	176523235	chr5:176523025:176523261:142382519
5	176523236	176523437	chr5:176523209:176523462:142382520
5	176523438	176523633	chr5:176523411:176523659:142382521
5	176523634	176523952	chr5:176523607:176523852:142382522
5	176524159	176524488	chr5:176524258:176524514:142382523
5	176524489	176524678	chr5:176524462:176524705:142382524
5	176524679	176524981	chr5:176524650:176524881:142382525
5	176561924	176562269	chr5:176562023:176562296:142382526
5	176562270	176562468	chr5:176562241:176562495:142382527
5	176562469	176562644	chr5:176562441:176562671:142382528
5	176562645	176562815	chr5:176562617:176562842:142382529
5	176562816	176563023	chr5:176562787:176563050:142382530
5	176563024	176563368	chr5:176562995:176563268:142382531
5	176618476	176618789	chr5:176618575:176618816:142382532
5	176618790	176618959	chr5:176618761:176618986:142382533
5	176618960	176619280	chr5:176618931:176619180:142382534
5	176631074	176631377	chr5:176631173:176631406:142382535
5	176631378	176631713	chr5:176631347:176631613:142382536
5	176636641	176636954	chr5:176636740:176636981:142382537
5	176636955	176637124	chr5:176636926:176637151:142382538
5	176637125	176637311	chr5:176637096:176637338:142382539
5	176637312	176637490	chr5:176637284:176637518:142382540
5	176637491	176637660	chr5:176637462:176637688:142382541
5	176637661	176637830	chr5:176637632:176637857:142382542
5	176637831	176637999	chr5:176637802:176638028:142382543
5	176638000	176638166	chr5:176637970:176638195:142382544
5	176638167	176638335	chr5:176638136:176638362:142382545
5	176638336	176638505	chr5:176638308:176638533:142382546
5	176638506	176638678	chr5:176638476:176638705:142382547
5	176638679	176638850	chr5:176638650:176638877:142382548
5	176638851	176639046	chr5:176638822:176639073:142382549
5	176639047	176639359	chr5:176639018:176639259:142379880
5	176662607	176662911	chr5:176662706:176662940:142379881
5	176662912	176663210	chr5:176662882:176663110:142379882
5	176665017	176665322	chr5:176665116:176665349:142379883
5	176665323	176665522	chr5:176665294:176665549:142379884
5	176665523	176665855	chr5:176665494:176665755:142379885
5	176666467	176666810	chr5:176666566:176666837:142379886
5	176666811	176667129	chr5:176666782:176667029:142379887
5	176670919	176671262	chr5:176671018:176671289:142379888
5	176671263	176671597	chr5:176671234:176671497:142379889
5	176673246	176673551	chr5:176673345:176673576:142379890
5	176673552	176673729	chr5:176673525:176673754:142379891
5	176673730	176674032	chr5:176673703:176673932:142379892
5	176674990	176675333	chr5:176675089:176675360:142379893
5	176675334	176675678	chr5:176675305:176675578:142379894
5	176678494	176678833	chr5:176678593:176678860:142379895
5	176678834	176679154	chr5:176678805:176679054:142379896
5	176683717	176684014	chr5:176683816:176684042:142379897
5	176684015	176684311	chr5:176683986:176684211:142379898
5	176686663	176686989	chr5:176686762:176687015:142379899
5	176686990	176687310	chr5:176686962:176687210:142379900
5	176694298	176694633	chr5:176694397:176694660:142379901
5	176694634	176694980	chr5:176694605:176694880:142379902
5	176696348	176696660	chr5:176696447:176696686:142379903
5	176696661	176697008	chr5:176696633:176696908:142379904
5	176700417	176700724	chr5:176700516:176700751:142379905
5	176700725	176701021	chr5:176700696:176700921:142379906
5	176707162	176707486	chr5:176707261:176707513:142379907
5	176707487	176707670	chr5:176707459:176707697:142379908
5	176707671	176707992	chr5:176707643:176707892:142379909
5	176709236	176709555	chr5:176709335:176709583:142379910
5	176709556	176709852	chr5:176709527:176709752:142379911
5	176710553	176710886	chr5:176710652:176710913:142379912
5	176710887	176711225	chr5:176710858:176711125:142379913
5	176715638	176716104	chr5:176715737:176716004:142379914
5	176718659	176718963	chr5:176718758:176718989:142379915
5	176718964	176719295	chr5:176718936:176719195:142379916
5	176720701	176721007	chr5:176720800:176721032:142379917
5	176721008	176721225	chr5:176720982:176721253:142379918
5	176721226	176721397	chr5:176721196:176721423:142379919
5	176721398	176721570	chr5:176721370:176721596:142379920
5	176721571	176721761	chr5:176721544:176721788:142379921
5	176721762	176721977	chr5:176721734:176722003:142379922
5	176721978	176722156	chr5:176721950:176722183:142379923
5	176722157	176722501	chr5:176722128:176722401:142379924
5	178551970	178552436	chr5:178552069:178552336:142379930
6	7580097	7580434	chr6:7580196:7580461:142380076
6	7580435	7580775	chr6:7580406:7580675:142380077
6	26031773	26032081	chr6:26031872:26032121:142380599
6	26032082	26032282	chr6:26032040:26032310:142380776
6	26032283	26032603	chr6:26032254:26032503:142380777
6	26104248	26104696	chr6:26104347:26104596:142380779
6	26216513	26216981	chr6:26216612:26216881:142380780
6	29643496	29643926	chr6:29643595:29643826:142380885
6	30361059	30361487	chr6:30361158:30361387:142381153
6	31610399	31610851	chr6:31610498:31610751:142381165
6	33053548	33054018	chr6:33053647:33053918:142381270
6	33235623	33236075	chr6:33235722:33235975:142381273
6	36570725	36571163	chr6:36570824:36571063:142381302
6	41903553	41903978	chr6:41903652:41903878:142381905
6	41904841	41905305	chr6:41904940:41905205:142381906
6	41907950	41908284	chr6:41908049:41908322:142381907
6	41908285	41908572	chr6:41908245:41908472:142381908
6	41909056	41909390	chr6:41909155:41909417:142381909
6	41909391	41909689	chr6:41909363:41909589:142381910
6	43738262	43738608	chr6:43738361:43738634:142381948
6	43738609	43738810	chr6:43738581:43738836:142381949
6	43738811	43739005	chr6:43738783:43739033:142381950
6	43739006	43739345	chr6:43738977:43739245:142381951
6	43745072	43745379	chr6:43745171:43745404:142381952
6	43745380	43745725	chr6:43745353:43745625:142381953
6	43746065	43746503	chr6:43746164:43746403:142381954
6	43749547	43749973	chr6:43749646:43749873:142381955
6	48994475	48994903	chr6:48994574:48994803:142382274
6	73482040	73482470	chr6:73482139:73482370:142380663
6	74489498	74489936	chr6:74489597:74489836:142380668
6	76753178	76753651	chr6:76753277:76753551:142380676
6	78652124	78652574	chr6:78652223:78652474:142380688
6	79541357	79541781	chr6:79541456:79541681:142380690
6	79655345	79655771	chr6:79655444:79655671:142380692
6	80845839	80846263	chr6:80845938:80846163:142380696
6	82159364	82159832	chr6:82159463:82159732:142380700
6	83943792	83944247	chr6:83943891:83944147:142380706
6	85724033	85724483	chr6:85724132:85724383:142380710
6	86691524	86691972	chr6:86691623:86691872:142380721
6	89985243	89985683	chr6:89985342:89985583:142380757
6	90572202	90572674	chr6:90572301:90572574:142380764
6	91401098	91401542	chr6:91401197:91401442:142380768
6	92985227	92985653	chr6:92985326:92985553:142380955
6	94134186	94134658	chr6:94134285:94134558:142380957
6	96234860	96235328	chr6:96234959:96235228:142380966
6	97102481	97102939	chr6:97102580:97102839:142380970
6	98489427	98489865	chr6:98489526:98489765:142381008
6	99468808	99469250	chr6:99468907:99469150:142381033
6	101296282	101296746	chr6:101296381:101296646:142381048
6	101901837	101902273	chr6:101901936:101902173:142381051
6	103990911	103991377	chr6:103991010:103991277:142381057
6	104778170	104778614	chr6:104778269:104778514:142381061
6	106270371	106270820	chr6:106270470:106270720:142381306
6	107251748	107252205	chr6:107251847:107252105:142381309
6	109049429	109049877	chr6:109049528:109049777:142381336
6	109954120	109954570	chr6:109954219:109954470:142381338
6	110065579	110066031	chr6:110065678:110065931:142381340
6	111283454	111283890	chr6:111283553:111283790:142381342
6	111983602	111984063	chr6:111983701:111983963:142381346
6	113644746	113645178	chr6:113644845:113645078:142381418
6	114209380	114209814	chr6:114209479:114209714:142381419
6	115942334	115942780	chr6:115942433:115942680:142381435
6	117624632	117625078	chr6:117624731:117624978:142381476
6	118528359	118528821	chr6:118528458:118528721:142381719
6	120040294	120040736	chr6:120040393:120040636:142381725
6	122255033	122255487	chr6:122255132:122255387:142381753
6	152128848	152129179	chr6:152128947:152129208:142382411
6	152129180	152129384	chr6:152129149:152129409:142382412
6	152129385	152129689	chr6:152129359:152129589:142382413
6	152163590	152163921	chr6:152163689:152163948:142382414
6	152163922	152164262	chr6:152163893:152164162:142382415
6	152201576	152201905	chr6:152201675:152201933:142382416
6	152201906	152202218	chr6:152201877:152202118:142382417
6	152265082	152265418	chr6:152265181:152265444:142382418
6	152265419	152265590	chr6:152265391:152265617:142382419
6	152265591	152265888	chr6:152265563:152265788:142382420
6	152332659	152333125	chr6:152332758:152333025:142382421
6	152381940	152382396	chr6:152382039:152382296:142382423
6	152415380	152415840	chr6:152415479:152415740:142382424
6	152419727	152420050	chr6:152419826:152420077:142382425
6	152420051	152420383	chr6:152420022:152420283:142382426
6	160211203	160211649	chr6:160211302:160211549:142382474
6	162600984	162601446	chr6:162601083:162601346:142382481
7	1875943	1876417	chr7:1876042:1876317:142379578
7	2775998	2776436	chr7:2776097:2776336:142379653
7	3334463	3334921	chr7:3334562:3334821:142379655
